batch,category,intent,question,faq_coverage,faq_source,source_url,find_in_source_ctrlF,faq_note,answer_type,answer,follow_up_trigger,follow_up_answer,answer_confidence,origin,seed_id
Batch 1,Registration & Eligibility,age_eligibility,I am already above 30 but graduated before turning 30. Can I still get an exemption certificate?,Not covered,-,,,No age-eligibility rule stated in these specific FAQ sources.,Statement,"Eligibility is based on your age at the date your institution confirms your graduation (as recorded on the Senate List) -- not your age when you register, when your call-up letter arrives, or when you actually get to camp. The governing NYSC Decree/Act text sets the exemption threshold as being over the age of 30 at graduation, which implies someone who is exactly 30 at graduation remains eligible to serve -- though several third-party guides simplify this as '30 or older is exempted,' which would exclude exactly-30 graduates instead. This is the correct, statute-backed reading -- some third-party guides get it backwards, so if you see '30 or older is exempted' elsewhere, the statutory wording ('over the age of thirty') is the more authoritative version. If you were 30 or under at graduation, you register online as normal and go for service regardless of your current age -- someone who graduated at 28 but is now 32 due to mobilization delays, a late call-up, or a batch change is still eligible and will not be exempted on that basis. If you were over 30 at graduation, exemption is automatic and not a matter of choice -- you still register online, but you're issued a Certificate of Exemption instead of a call-up letter; there is no partial-service or reduced-term option. Age is calculated by comparing the date of birth on your JAMB record (or your international passport for foreign-trained graduates) against your institution's recorded graduation date on the Senate List -- not the date you personally collect your certificate or transcript, which can come later. NYSC does not accept age corrections at the verification stage, so a wrong JAMB date of birth must be fixed through JAMB directly before completing NYSC registration.",,,"Medium -- that eligibility hinges on age-at-graduation (not current age, not registration date, not batch/call-up timing) and the JAMB-DOB-vs-Senate-List comparison mechanism are each confirmed by multiple independent current sources. The exact cutoff question ('30 or under = eligible' vs '29 or under = eligible') leans resolved: nysc.gov.ng's own exemption-certificate page quotes the statutory wording as 'over the age of thirty,' implying exactly-30 is still eligible -- echoed by multiple current (2025-2026) independent guides, one walking through the exact day-count logic. This is the majority reading, not unanimous -- at least one current source (nyscpioneers.com) still states '30 or older' is exempted, so keep a brief caveat rather than presenting it as fully settled.",original,
Batch 1,Registration & Eligibility,batch_stream_timing,Will Batch C still be going to camp this year?,Covered,PDF/MOBREG,,Mobilization Time Table,Official Mobilization Time Table published at nysc.gov.ng/mobtable.html.,Statement,"NYSC mobilises in three batches a year -- Batch A (typically starts around March), Batch B (around May-July), and Batch C (around November) -- and each batch usually splits into Stream 1 and Stream 2. You don't get individually 'grouped' by any personal choice -- it comes down to two things NYSC checks automatically. First, when your institution uploads your Senate List to the portal: earlier upload generally means an earlier batch, regardless of when you personally finished your degree; if your school uploads late, you get pushed to a later batch or stream even if you graduated earlier than someone in an earlier batch. Second, your age at graduation: NYSC calculates this from your date of birth on file (usually pulled from JAMB) against your graduation date, and it must come out to 30 or under -- if you're over 30 at graduation, you're excluded from mobilisation entirely and issued an Exemption Certificate instead of being assigned to any batch (see exemption_certificate).

Exact dates shift year to year and are published on NYSC's official mobilisation timetable when confirmed -- treat any date you see before that as provisional. To find your own batch and stream, check your NYSC dashboard or call-up letter after registering -- it states both directly, no separate lookup or calculation needed on your end.

On the allowance figure some ask about here: the current federal rate is N77,000/month -- see allowance_amount for the full picture. Separately, a call-up-letter abbreviation like 'NUA' or 'ABU' next to a state name is an institution code embedded in the call-up number format (NYSC/[Institution Code]/[Year]/[Serial]), not a batch or stream code -- see callup_number_vs_letter.",,,"Cross-validated -- the 'batch is determined by institution upload timing, not personal choice or graduation date' point is confirmed consistently across multiple current (2026) sources, including confirmation that Batch B Stream 2 camp opened August 5, 2026 while Batch C had not yet been mobilised as of that date -- consistent with the described yearly pattern. The federal allowance figure (₦77,000) is reconfirmed against 5+ independent 2026 sources. The 'NUA/ABU' abbreviation is resolved -- confirmed as institution codes (Nnamdi Azikiwe University Awka / Ahmadu Bello University Zaria) embedded in the call-up number, self-contained from this project's own NYSC_Institutional_Codes file.",original,
Batch 1,Registration & Eligibility,senate_list_status,My name is on the Senate list and graduation list but not on the matriculation list. Can I still register?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Senate,"Verify name appears on Senate/Academic Board Approved Result list before registering; if missing, contact institution directly.",Conditional,"The Senate List (also called the Academic Board Approved List) is compiled and uploaded by your institution, not NYSC -- NYSC only publishes what schools send them. Check it at the NYSC Senate List portal: pick your institution, enter your matriculation number, surname, and date of birth, then search. If your details appear, you're cleared to register. If you see 'No Record Found,' your school hasn't uploaded you yet, or there's a mismatch in your details. Two other specific scenarios worth naming directly: (1) 'On the Senate list but not the matriculation list' (or vice versa) is a related but separate check -- NYSC also cross-references your Senate List entry against JAMB's own Matriculation List, and a mismatch there produces its own distinct portal error ('Matriculation Number not found'), fixed through JAMB rather than your school. (2) A wrong graduation year showing on the uploaded Senate list (e.g. it shows 2015 when you graduated 2014) is a data-entry error at your institution's end, not a personal registration problem -- report it to Student Affairs/Mobilisation Office for correction and resubmission; there's no NYSC-side fix for it. IF YOUR SCHOOL NEVER UPLOADS AT ALL: this isn't just a delay -- if your institution's Senate List submission misses the cutoff for your registration window entirely, you miss that batch/stream and roll into the next one, through no fault of your own. There's no NYSC-side way to register without appearing on an uploaded Senate List first, so persistent follow-up with your school's Student Affairs/Mobilisation Office (not NYSC) is the only lever you have if this is taking unusually long. Outstanding departmental, faculty, library, or bursary clearance at your school can also keep your name off the list your school submits in the first place -- that's a school-side hold, not an NYSC one, and worth checking before assuming it's just processing time.","Are other people from your department/school also missing, or is it just you?","just_me -> Most likely a data mismatch (wrong matric number, name, or DOB on file) or an unresolved issue on your end -- outstanding fees, an incomplete result, or unfinished departmental/faculty/library/bursary clearance. Go directly to your Student Affairs/Mobilisation Office and ask them to check and re-upload your specific record. Either way: if you miss your batch's registration window while this gets sorted, your school is expected to carry you into the next mobilisation cycle automatically, not lose your place entirely. || others_too -> This is institutional, not personal -- your school likely hasn't submitted its list yet, or submitted it late. There's nothing to fix on your end; the timeline depends entirely on your school's admin speed (commonly 1-3 months after clearance, sometimes longer), and following up with your Mobilisation Office periodically is the only lever you have. Either way: if you miss your batch's registration window while this gets sorted, your school is expected to carry you into the next mobilisation cycle automatically, not lose your place entirely.","Cross-validated -- the 'just you vs. everyone' diagnostic split and NYSC's zero visibility until schools upload are consistent across multiple current guides. The Senate-List-vs-Matriculation-List distinction and its specific error message are drawn directly from the same official cross-check mechanism already confirmed elsewhere in this project (see jamb_name_mismatch/jamb_documents_requirement) -- copied in here rather than cross-referenced, per the self-containment rule. The wrong-graduation-year scenario is reasoned from the general 'institutional data-entry error' pattern rather than a source describing that exact case.",original,
Batch 1,Registration & Eligibility,senate_list_status,Am I supposed to see my details on the verified Senate list before mobilization starts?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Senate,"Verify name appears on Senate/Academic Board Approved Result list before registering; if missing, contact institution directly.",Conditional,"The Senate List (also called the Academic Board Approved List) is compiled and uploaded by your institution, not NYSC -- NYSC only publishes what schools send them. Check it at the NYSC Senate List portal: pick your institution, enter your matriculation number, surname, and date of birth, then search. If your details appear, you're cleared to register. If you see 'No Record Found,' your school hasn't uploaded you yet, or there's a mismatch in your details. Two other specific scenarios worth naming directly: (1) 'On the Senate list but not the matriculation list' (or vice versa) is a related but separate check -- NYSC also cross-references your Senate List entry against JAMB's own Matriculation List, and a mismatch there produces its own distinct portal error ('Matriculation Number not found'), fixed through JAMB rather than your school. (2) A wrong graduation year showing on the uploaded Senate list (e.g. it shows 2015 when you graduated 2014) is a data-entry error at your institution's end, not a personal registration problem -- report it to Student Affairs/Mobilisation Office for correction and resubmission; there's no NYSC-side fix for it. IF YOUR SCHOOL NEVER UPLOADS AT ALL: this isn't just a delay -- if your institution's Senate List submission misses the cutoff for your registration window entirely, you miss that batch/stream and roll into the next one, through no fault of your own. There's no NYSC-side way to register without appearing on an uploaded Senate List first, so persistent follow-up with your school's Student Affairs/Mobilisation Office (not NYSC) is the only lever you have if this is taking unusually long. Outstanding departmental, faculty, library, or bursary clearance at your school can also keep your name off the list your school submits in the first place -- that's a school-side hold, not an NYSC one, and worth checking before assuming it's just processing time.","Are other people from your department/school also missing, or is it just you?","just_me -> Most likely a data mismatch (wrong matric number, name, or DOB on file) or an unresolved issue on your end -- outstanding fees, an incomplete result, or unfinished departmental/faculty/library/bursary clearance. Go directly to your Student Affairs/Mobilisation Office and ask them to check and re-upload your specific record. Either way: if you miss your batch's registration window while this gets sorted, your school is expected to carry you into the next mobilisation cycle automatically, not lose your place entirely. || others_too -> This is institutional, not personal -- your school likely hasn't submitted its list yet, or submitted it late. There's nothing to fix on your end; the timeline depends entirely on your school's admin speed (commonly 1-3 months after clearance, sometimes longer), and following up with your Mobilisation Office periodically is the only lever you have. Either way: if you miss your batch's registration window while this gets sorted, your school is expected to carry you into the next mobilisation cycle automatically, not lose your place entirely.","Cross-validated -- the 'just you vs. everyone' diagnostic split and NYSC's zero visibility until schools upload are consistent across multiple current guides. The Senate-List-vs-Matriculation-List distinction and its specific error message are drawn directly from the same official cross-check mechanism already confirmed elsewhere in this project (see jamb_name_mismatch/jamb_documents_requirement) -- copied in here rather than cross-referenced, per the self-containment rule. The wrong-graduation-year scenario is reasoned from the general 'institutional data-entry error' pattern rather than a source describing that exact case.",original,
Batch 1,Registration & Eligibility,senate_list_status,Is it possible for my name to be on the Senate list but not on the graduate list?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Senate,"Verify name appears on Senate/Academic Board Approved Result list before registering; if missing, contact institution directly.",Conditional,"The Senate List (also called the Academic Board Approved List) is compiled and uploaded by your institution, not NYSC -- NYSC only publishes what schools send them. Check it at the NYSC Senate List portal: pick your institution, enter your matriculation number, surname, and date of birth, then search. If your details appear, you're cleared to register. If you see 'No Record Found,' your school hasn't uploaded you yet, or there's a mismatch in your details. Two other specific scenarios worth naming directly: (1) 'On the Senate list but not the matriculation list' (or vice versa) is a related but separate check -- NYSC also cross-references your Senate List entry against JAMB's own Matriculation List, and a mismatch there produces its own distinct portal error ('Matriculation Number not found'), fixed through JAMB rather than your school. (2) A wrong graduation year showing on the uploaded Senate list (e.g. it shows 2015 when you graduated 2014) is a data-entry error at your institution's end, not a personal registration problem -- report it to Student Affairs/Mobilisation Office for correction and resubmission; there's no NYSC-side fix for it. IF YOUR SCHOOL NEVER UPLOADS AT ALL: this isn't just a delay -- if your institution's Senate List submission misses the cutoff for your registration window entirely, you miss that batch/stream and roll into the next one, through no fault of your own. There's no NYSC-side way to register without appearing on an uploaded Senate List first, so persistent follow-up with your school's Student Affairs/Mobilisation Office (not NYSC) is the only lever you have if this is taking unusually long. Outstanding departmental, faculty, library, or bursary clearance at your school can also keep your name off the list your school submits in the first place -- that's a school-side hold, not an NYSC one, and worth checking before assuming it's just processing time.","Are other people from your department/school also missing, or is it just you?","just_me -> Most likely a data mismatch (wrong matric number, name, or DOB on file) or an unresolved issue on your end -- outstanding fees, an incomplete result, or unfinished departmental/faculty/library/bursary clearance. Go directly to your Student Affairs/Mobilisation Office and ask them to check and re-upload your specific record. Either way: if you miss your batch's registration window while this gets sorted, your school is expected to carry you into the next mobilisation cycle automatically, not lose your place entirely. || others_too -> This is institutional, not personal -- your school likely hasn't submitted its list yet, or submitted it late. There's nothing to fix on your end; the timeline depends entirely on your school's admin speed (commonly 1-3 months after clearance, sometimes longer), and following up with your Mobilisation Office periodically is the only lever you have. Either way: if you miss your batch's registration window while this gets sorted, your school is expected to carry you into the next mobilisation cycle automatically, not lose your place entirely.","Cross-validated -- the 'just you vs. everyone' diagnostic split and NYSC's zero visibility until schools upload are consistent across multiple current guides. The Senate-List-vs-Matriculation-List distinction and its specific error message are drawn directly from the same official cross-check mechanism already confirmed elsewhere in this project (see jamb_name_mismatch/jamb_documents_requirement) -- copied in here rather than cross-referenced, per the self-containment rule. The wrong-graduation-year scenario is reasoned from the general 'institutional data-entry error' pattern rather than a source describing that exact case.",original,
Batch 1,Registration & Eligibility,jamb_documents_requirement,Do I need my original JAMB result and JAMB admission letter for NYSC?,Not covered,guide,,,No explicit list of required JAMB documents.,Statement,"No -- your original JAMB result and JAMB admission letter are not required as physical documents at the orientation camp gate. Camp registration checklists consistently center on your Call-Up Letter, school ID card, Statement of Result/Degree Certificate, NYSC Green Card, and a medical fitness certificate -- JAMB documents are not part of that at-camp list, and one source states directly that the JAMB admission letter ""is not required in camp for any clearance.""

Where JAMB does matter is earlier and indirectly, at the online registration stage, not as a document you physically present: your school submits your details to NYSC's Senate List, which the NYSC portal cross-references against the JAMB Matriculation List. If your JAMB record doesn't match up (e.g. your admission isn't properly reflected there), online registration itself can be blocked with an error like ""No JAMB Detail Found"" -- but this is resolved before you ever get to camp, through your school and JAMB, not by carrying the physical letter.

A few older or online-registration-focused checklists do list ""JAMB admission letter"" among documents to have ready for the registration/upload stage -- if you're asked for it there, that is a portal-upload context, separate from the physical camp-gate checklist described above.",,,"Medium-high -- the camp-gate document checklist (which excludes JAMB documents) is consistent across multiple current, detailed 2026 guides, and one source explicitly confirms the JAMB admission letter is not required at camp for clearance. The online-registration-stage mention of JAMB documents in some guides is noted but not deeply verified, since it does not affect the core answer. AUDITED.",original,
Batch 1,Posting & PPA,direct_posting,Does direct posting still work?,Not covered,-,,,Not addressed.,Statement,"'Direct posting' is not an official NYSC term or process at all -- it refers to an informal, unofficial practice where corps members pay middlemen (sometimes claiming NYSC connections) to influence their posting to a preferred state, most commonly Lagos or Abuja. NYSC does not recognise it, doesn't publish any pricing for it, and there is no confirmed refund guarantee if it fails -- costs vary entirely by whatever the individual scammer/middleman charges, and NYSC's own guidance is that any payment made to guarantee a specific PPA or posting outside the official portal is a documented, recurring scam pattern. This is separate from NYSC's actual, legitimate concessional posting system (state-preference list during registration, health/marriage/security relocation grounds), which has defined criteria and doesn't rely on personal influence or informal payment. Reports of it 'still working' or 'not working anymore' reflect the unpredictable, unofficial, and risky nature of the practice itself rather than any officially confirmed on/off status -- it was never officially sanctioned in the first place, at any state, university, or LGA. Corps members caught attempting to pay for or influence a posting can also face disciplinary consequences from NYSC, on top of the risk of losing money to a scammer.",,,"Cross-validated -- NYSC's non-recognition of direct posting, its distinction from official concessional posting, and the associated scam risk are confirmed directly via NYSC's own public statements discouraging payment for postings and corroborated by multiple current 2025-2026 guides and reporting.",original,
Batch 1,Registration & Eligibility,profile_data_error,My degree was wrongly written as Bachelor of Art instead of Bachelor of Science on my NYSC profile. Will it affect camp documentation?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Class of Degree,Class of Degree and Qualification corrections follow the same dashboard flow as course correction; approval is by institution's SAO.,Statement,"These are all corrections NYSC's portal supports through the same general request-and-institutional-confirmation pattern as course of study: ""Correction of Qualification"" (e.g. BA shown instead of BSc) and ""Correction of Class of Degree"" (e.g. third class shown instead of 2:1) are both real, named links on the dashboard, not something you have to escalate informally. For a wrongly-recorded degree class specifically: correct it via the dashboard request, and also contact your Student Affairs Officer to expedite your institution's confirmation, since approval is effectively institution-driven. Leaving a wrong class/qualification uncorrected matters beyond camp documentation -- a reported case describes the erroneous grade ultimately being what's printed on your final NYSC certificate if it isn't fixed in time, since NYSC's own records, not your actual transcript, are what the certificate is generated from. On gender showing incorrectly on your mobilization list: no source ties gender to any eligibility, posting, or documentation consequence the way name or DOB errors can -- it's a portal data-accuracy issue worth correcting via the same dashboard correction-request channel, but not something reported to cause a problem while it's being fixed. Note: NYSC's official FAQ states corrections are only entertained within three (3) months of your date of Online Registration -- don't let any of these linger past that window.",,,"The qualification/class-of-degree correction mechanism is directly confirmed in NYSC's own official onlinefaq.pdf and consistent independent guides; the certificate-consequence point comes from a real reported case rather than an official statement. The gender-error no-consequence conclusion is reasoned from the absence of any source flagging it as consequential, not a positive confirmation -- flagged accordingly.",original,
Batch 1,Registration & Eligibility,name_correction,How long does NYSC name rearrangement approval take?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Correction of Name,Login to dashboard > Apply for Name Correction > fill fields > Place Request. NYSC does not add/remove names; that requires institution to write NYSC directly.,Conditional,"Two different NYSC-side fixes exist depending on what's wrong. Spelling or word-order errors (e.g. a misspelled name, or names in the wrong order): log into your dashboard and click 'Apply for Correction of Name,' fill the fields, and submit -- no fee, no institution involvement. Adding or removing an entire name (e.g. a name on your certificate that's missing from your NYSC profile, or vice versa): NYSC won't process this directly from you -- your institution's Student Affairs Officer (SAO) must write to NYSC on your behalf, so go to your school first for this case, not the dashboard. Separately, and just as common in this list: mismatches *between* your different official records (JAMB, NIN, BVN, statement of result, certificate) rather than a mistake on the NYSC portal itself. The consistent pattern across these: NYSC's registration checks default to what's on your JAMB record as the reference point, so a NIN- or BVN-only mismatch generally doesn't block registration by itself, but a JAMB-vs-statement-of-result mismatch does need fixing before you can be reliably cleared. If JAMB itself has the wrong name, that's a JAMB Correction of Data request (not an NYSC one) -- it's a one-time, one-cycle window (currently ₦3,500 via JAMB's eFacility portal), not an indefinite option, and there's no blanket 'embargo' on it despite what some corps members report -- what's usually being described is that cycle's correction window having already closed. Once that window closes, the fallback is JAMB's Regularization service, which is slower and more expensive than Correction of Data, so don't wait until the window closes if you already know something's wrong. Affidavits: acceptable for some general name discrepancies between documents (e.g. certificate vs. passport), but NOT for date-of-birth corrections specifically -- NYSC does not accept court affidavits as a DOB fix, so don't assume the same rule applies to every kind of mismatch.","Is this a spelling/order fix on the NYSC portal itself, an add/remove of a whole name, or a mismatch between different official records (JAMB/NIN/BVN/certificate)?","spelling_order -> Handled entirely on your dashboard, no institution involvement, no fee. || add_remove -> Go to your school's SAO first; they write to NYSC on your behalf. || mismatch -> Identify which record is actually wrong first (usually JAMB is the reference point NYSC checks against): if JAMB is wrong, use JAMB's Correction of Data while the window is open, or Regularization if it's closed; if only NIN/BVN differs from JAMB and your statement of result agrees with JAMB, this usually isn't a blocker for NYSC purposes specifically, though it can still cause friction elsewhere (banking, BVN-linked allowance account) so fixing it eventually is worth doing even if it's not urgent for registration. Important either way: if there's a disparity between the name on your dashboard/call-up letter and your Statement of Result, you will not be registered at camp -- resolve this before travelling, not after arriving.","Cross-validated -- the spelling-vs-addition/removal distinction and SAO-involvement requirement are confirmed directly by an official nysc.gov.ng FAQ page and independently by multiple current guides (unchanged from prior audit). Newly added and cross-validated this pass: JAMB's Correction of Data is a one-time, one-cycle, fee-based (₦3,500) window rather than an indefinite option, with Regularization as the slower/costlier fallback once it closes -- confirmed across 5+ independent 2026 JAMB-focused sources, none of which describe any blanket embargo on name correction. The DOB-affidavit rejection is carried over from the confirmed dob_discrepancy_correction finding (self-contained, not cross-referenced) to flag that affidavits aren't a universal fix. The 'JAMB defaults as reference point, NIN/BVN-only mismatches generally don't block NYSC registration' framing is reasoned from the same logic already confirmed for DOB mismatches in dob_discrepancy_correction, extended here to name mismatches -- not independently re-sourced for name specifically, so treat that extension as reasoned rather than directly verified.",original,
Batch 1,Registration & Eligibility,name_correction,I applied for name rearrangement over two weeks ago and my call-up letter is about to come out. Should I wait or contact my school?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Correction of Name,Login to dashboard > Apply for Name Correction > fill fields > Place Request. NYSC does not add/remove names; that requires institution to write NYSC directly.,Conditional,"Two different NYSC-side fixes exist depending on what's wrong. Spelling or word-order errors (e.g. a misspelled name, or names in the wrong order): log into your dashboard and click 'Apply for Correction of Name,' fill the fields, and submit -- no fee, no institution involvement. Adding or removing an entire name (e.g. a name on your certificate that's missing from your NYSC profile, or vice versa): NYSC won't process this directly from you -- your institution's Student Affairs Officer (SAO) must write to NYSC on your behalf, so go to your school first for this case, not the dashboard. Separately, and just as common in this list: mismatches *between* your different official records (JAMB, NIN, BVN, statement of result, certificate) rather than a mistake on the NYSC portal itself. The consistent pattern across these: NYSC's registration checks default to what's on your JAMB record as the reference point, so a NIN- or BVN-only mismatch generally doesn't block registration by itself, but a JAMB-vs-statement-of-result mismatch does need fixing before you can be reliably cleared. If JAMB itself has the wrong name, that's a JAMB Correction of Data request (not an NYSC one) -- it's a one-time, one-cycle window (currently ₦3,500 via JAMB's eFacility portal), not an indefinite option, and there's no blanket 'embargo' on it despite what some corps members report -- what's usually being described is that cycle's correction window having already closed. Once that window closes, the fallback is JAMB's Regularization service, which is slower and more expensive than Correction of Data, so don't wait until the window closes if you already know something's wrong. Affidavits: acceptable for some general name discrepancies between documents (e.g. certificate vs. passport), but NOT for date-of-birth corrections specifically -- NYSC does not accept court affidavits as a DOB fix, so don't assume the same rule applies to every kind of mismatch.","Is this a spelling/order fix on the NYSC portal itself, an add/remove of a whole name, or a mismatch between different official records (JAMB/NIN/BVN/certificate)?","spelling_order -> Handled entirely on your dashboard, no institution involvement, no fee. || add_remove -> Go to your school's SAO first; they write to NYSC on your behalf. || mismatch -> Identify which record is actually wrong first (usually JAMB is the reference point NYSC checks against): if JAMB is wrong, use JAMB's Correction of Data while the window is open, or Regularization if it's closed; if only NIN/BVN differs from JAMB and your statement of result agrees with JAMB, this usually isn't a blocker for NYSC purposes specifically, though it can still cause friction elsewhere (banking, BVN-linked allowance account) so fixing it eventually is worth doing even if it's not urgent for registration. Important either way: if there's a disparity between the name on your dashboard/call-up letter and your Statement of Result, you will not be registered at camp -- resolve this before travelling, not after arriving.","Cross-validated -- the spelling-vs-addition/removal distinction and SAO-involvement requirement are confirmed directly by an official nysc.gov.ng FAQ page and independently by multiple current guides (unchanged from prior audit). Newly added and cross-validated this pass: JAMB's Correction of Data is a one-time, one-cycle, fee-based (₦3,500) window rather than an indefinite option, with Regularization as the slower/costlier fallback once it closes -- confirmed across 5+ independent 2026 JAMB-focused sources, none of which describe any blanket embargo on name correction. The DOB-affidavit rejection is carried over from the confirmed dob_discrepancy_correction finding (self-contained, not cross-referenced) to flag that affidavits aren't a universal fix. The 'JAMB defaults as reference point, NIN/BVN-only mismatches generally don't block NYSC registration' framing is reasoned from the same logic already confirmed for DOB mismatches in dob_discrepancy_correction, extended here to name mismatches -- not independently re-sourced for name specifically, so treat that extension as reasoned rather than directly verified.",original,
Batch 1,Registration & Eligibility,dob_discrepancy_correction,My date of birth is incorrect on the NYSC portal but the WAEC verification correction link is unavailable. What should I do?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Date of Birth,Get 19/20-digit WAEC verification PIN from First Bank > enter on dashboard DOB correction link > verify. Gap between WAEC date and graduation date must be >=4 years. Different procedure if Exemption Certificate already issued.,Conditional,"Get a WAEC verification PIN (19 or 20 digits) from an authorized outlet, then use it on your dashboard's ""Correction of Date of Birth"" link -- select your WAEC type, enter the year of exam and examination number, then Verify and Submit. A few firm rules to know before you start: WAEC is the only exam body NYSC accepts for this -- NECO and NABTEB results cannot be used. You can only do this correction once, and only before you're deployed to camp -- once your Call-Up Letter or Exemption Letter is generated, the option disappears permanently and no alternative correction route exists. The gap between your WAEC exam date and your graduation date generally needs to be at least 4 years for the correction to go through cleanly (confirmed in the official onlinefaq.pdf); this direction is consistent across every current source checked (Tribune Online reporting NYSC's own 2026 procedure, MySchoolGist, NYSC Information Repository, NYSC CDS, ulearngo), with no source found stating the reverse. After submitting, check your dashboard daily; the update commonly takes a few days to reflect, and no confirmed escalation path exists if it's still wrong after that -- this is unverified territory, not a guaranteed fix. One critical point that resolves several common questions: NYSC's default reference for your date of birth is your JAMB record, not your NIN or your BVN. A DOB mismatch against NIN or BVN alone does not affect your NYSC eligibility, registration, camp admission, or your ability to open your NYSC allowance bank account -- NYSC simply doesn't check those fields for this purpose. Also, NYSC has stated directly (via its official channels) that it does not accept a court affidavit as a substitute for the WAEC-verification correction, no matter how large the discrepancy -- the dashboard process above is the only accepted route.","Is your JAMB record itself wrong, or is JAMB correct and only the NYSC portal/WAEC record is off?","jamb_wrong -> This needs JAMB's own separate ""Correction of Data"" service (not the NYSC dashboard), done at an accredited JAMB CBT centre, generally costs around N2,500, and needs supporting documents -- an NPC-issued birth certificate is generally preferred, and JAMB, like NYSC, often does not accept a court affidavit as sufficient proof on its own. It typically reflects within about 1-7 working days, but must be done before JAMB's own correction deadline closes for that cycle. Do this before NYSC registration if you can, since NYSC pulls your DOB from JAMB by default -- if you only catch it after registering, you'll still need to also complete the NYSC-side WAEC-verification correction, since fixing JAMB alone doesn't automatically resync your NYSC dashboard. Note this is a different process from ""JAMB Regularization,"" which handles unresolved admission-list issues generally -- don't confuse the two. || records_wrong -> Use the WAEC-verification-PIN process on your NYSC dashboard directly, as described in the main answer above. || nin_bvn_mismatch -> There's nothing you need to do for NYSC purposes specifically; it won't block registration, camp, or your allowance account. It's still good practice to align your records eventually, but there's no NYSC-driven urgency.","Cross-validated -- the WAEC-only rule, one-time/pre-camp-only correction window, JAMB-not-NIN/BVN reference point, and the no-affidavit-accepted policy (confirmed via NYSC's own official statement on X) are all consistent across the official onlinefaq.pdf and multiple independent current (2026) sources. The direction of the 4-year WAEC-to-graduation gap rule is now officially confirmed (>=4 years), upgraded from cross-validated -- a live fetch of nysc.gov.ng/faq.html states this directly in NYSC's own words, and no current source was found describing the reverse. What happens if the dashboard still shows the wrong DOB beyond the typical few-days window is also unconfirmed by any source and flagged as such.",original,
Batch 1,Registration & Eligibility,registration_documents_general,What does an HND graduate need for NYSC registration?,Covered,MOBREG,https://www.nysc.gov.ng/mobreg.html,Requirements,"Functional email + Nigerian GSM number, correct matriculation number, name must appear on Senate list, compliant passport photo (white/off-white background, full face, centered).",Statement,"Standard online registration requires: your National Identification Number (NIN), a functional email and phone number, a digital passport photograph, your academic credentials (Statement of Result or Certificate), and institutional matriculation/JAMB details. An HND graduate registers the same way as a BSc/university graduate -- no separate document set for HND holders specifically. NOUN (National Open University of Nigeria) graduates are NYSC-eligible the same as graduates of any NUC-accredited Nigerian institution -- being a NOUN graduate on its own doesn't change your registration requirements or eligibility; the next step after registration is simply waiting for your call-up number/letter like any other registrant. Documents needed for camp screening overlap with, but are separate from, online-registration documents -- see the camp-gate checklist (Call-Up Letter, Green Card, Statement of Result/Certificate, ID card, passport photos, Medical Fitness Certificate) for the physical-arrival list. (Married-graduate exemption-letter documentation is covered under exemption_certificate.) 'How do I complete my NYSC service year' is a broader question -- see monthly_clearance and discharge_certificate for that process.",,,Cross-validated directly via mobreg.html and consistent across independent guides for the core document list. HND/NOUN-specific handling and the broader 'complete my service year' question are reasoned from the general eligibility/process rules already confirmed elsewhere in this project rather than separately sourced for these specific phrasings.,original,
